Name,Year,genres,rating,votes,Key
Fearless Coward,1979.0,['Comedy'],8.1,8212,"('Fearless Coward', 1979.0)"
The Man Who Strikes Gold,1978.0,['Comedy'],7.1,3456,"('The Man Who Strikes Gold', 1978.0)"
From the Village to the City,1974.0,['Comedy'],8.3,12774,"('From the Village to the City', 1974.0)"
Manic,2001.0,['Drama'],7.1,10806,"('Manic', 2001.0)"
The Blue Bead,1974.0,"['Comedy', 'Romance']",7.8,10346,"('The Blue Bead', 1974.0)"
Merakli Köfteci,1976.0,['Comedy'],7.2,4624,"('Merakli Köfteci', 1976.0)"
Ask Me If I'm Happy,2000.0,"['Comedy', 'Drama']",7.2,9545,"(""Ask Me If I'm Happy"", 2000.0)"
Inek Saban,1978.0,"['Comedy', 'Sport']",7.5,4834,"('Inek Saban', 1978.0)"
Iyi Aile Çocugu,1978.0,"['Comedy', 'Romance']",7.1,3262,"('Iyi Aile Çocugu', 1978.0)"
Jamba Lakidi Pamba,1993.0,['Comedy'],8.3,1336,"('Jamba Lakidi Pamba', 1993.0)"
Oh Olsun,1973.0,"['Comedy', 'Romance']",7.2,3565,"('Oh Olsun', 1973.0)"
Ortadirek Saban,1984.0,['Comedy'],7.1,5433,"('Ortadirek Saban', 1984.0)"
The Pianist,2002.0,"['Biography', 'Drama', 'Music']",8.5,1004042,"('The Pianist', 2002.0)"
The Postman,1984.0,['Comedy'],7.0,5107,"('The Postman', 1984.0)"
"Saban, Son of Saban",1977.0,"['Comedy', 'History']",8.7,19907,"('Saban, Son of Saban', 1977.0)"
Fake Bully,1976.0,['Comedy'],7.6,6961,"('Fake Bully', 1976.0)"
Shakir the Clumsy,1977.0,['Comedy'],8.0,10032,"('Shakir the Clumsy', 1977.0)"
The Stupid Millionaire,1974.0,['Comedy'],7.9,8496,"('The Stupid Millionaire', 1974.0)"
Salako,1974.0,['Comedy'],7.3,7008,"('Salako', 1974.0)"
Nightingale,1979.0,['Comedy'],7.5,4780,"('Nightingale', 1979.0)"
The Foster Brothers,1976.0,"['Comedy', 'History']",8.8,22420,"('The Foster Brothers', 1976.0)"
Bird of Fortune,1989.0,"['Comedy', 'Drama']",7.0,3157,"('Bird of Fortune', 1989.0)"
Sweet Talker,1972.0,"['Comedy', 'Romance']",7.1,3013,"('Sweet Talker', 1972.0)"
Tokatçi,1983.0,"['Comedy', 'Romance']",7.7,6925,"('Tokatçi', 1983.0)"
Tosun Pasha,1976.0,"['Comedy', 'History']",8.9,26207,"('Tosun Pasha', 1976.0)"
Our Hope Is Şaban,1979.0,"['Comedy', 'Western']",7.1,3932,"('Our Hope Is Şaban', 1979.0)"
Yalanci Yarim,1973.0,"['Comedy', 'Romance']",7.1,2618,"('Yalanci Yarim', 1973.0)"
Trouble-Maker Hüsnü,1983.0,['Comedy'],7.6,8302,"('Trouble-Maker Hüsnü', 1983.0)"
Yoksul,1986.0,"['Comedy', 'Drama']",7.3,3571,"('Yoksul', 1986.0)"
Man Number 100,1978.0,['Comedy'],7.7,6528,"('Man Number 100', 1978.0)"
Zübük,1980.0,['Comedy'],8.5,12011,"('Zübük', 1980.0)"
The King of the Street Cleaners,1977.0,['Comedy'],8.5,22840,"('The King of the Street Cleaners', 1977.0)"
The Teacher,1988.0,['Drama'],7.2,3009,"('The Teacher', 1988.0)"
Trickster,1981.0,['Comedy'],7.7,6985,"('Trickster', 1981.0)"
Sex and Lucía,2001.0,"['Drama', 'Romance']",7.0,40425,"('Sex and Lucía', 2001.0)"
A Run for Money,1999.0,['Drama'],7.5,4168,"('A Run for Money', 1999.0)"
Koi... Mil Gaya,2003.0,"['Action', 'Drama', 'Fantasy']",7.2,30997,"('Koi... Mil Gaya', 2003.0)"
The Piano Teacher,2001.0,"['Drama', 'Music', 'Romance']",7.5,79674,"('The Piano Teacher', 2001.0)"
City of Mice,1986.0,"['Adventure', 'Comedy', 'Family']",7.3,1792,"('City of Mice', 1986.0)"
Akkare Akkare Akkare,1990.0,['Comedy'],7.7,1610,"('Akkare Akkare Akkare', 1990.0)"
Boeing Boeing,1985.0,['Comedy'],7.3,1200,"('Boeing Boeing', 1985.0)"
Common Wealth,2000.0,"['Comedy', 'Crime', 'Mystery']",7.2,13753,"('Common Wealth', 2000.0)"
The Circle,2000.0,['Drama'],7.4,7191,"('The Circle', 2000.0)"
Friends,1999.0,"['Comedy', 'Drama']",7.6,1159,"('Friends', 1999.0)"
Kaalapani,1996.0,"['Action', 'Drama', 'History']",8.5,4992,"('Kaalapani', 1996.0)"
Kilukkam,1991.0,['Comedy'],8.7,5350,"('Kilukkam', 1991.0)"
Midhunam,1993.0,"['Comedy', 'Drama', 'Musical']",7.9,1552,"('Midhunam', 1993.0)"
Minnaram,1994.0,"['Comedy', 'Drama']",7.6,1493,"('Minnaram', 1994.0)"
Thalavattam,1986.0,"['Comedy', 'Drama', 'Romance']",7.9,1436,"('Thalavattam', 1986.0)"
Thenmavin Kombath,1994.0,"['Comedy', 'Drama', 'Romance']",8.1,3585,"('Thenmavin Kombath', 1994.0)"
Vandanam,1989.0,"['Comedy', 'Romance', 'Thriller']",7.9,1473,"('Vandanam', 1989.0)"
Vellanakalude Naadu,1988.0,"['Comedy', 'Drama']",7.7,1186,"('Vellanakalude Naadu', 1988.0)"
Down House,2001.0,"['Comedy', 'Crime', 'Drama']",7.0,2606,"('Down House', 2001.0)"
The Devil's Backbone,2001.0,"['Drama', 'Horror', 'Thriller']",7.3,75128,"(""The Devil's Backbone"", 2001.0)"
Pauline and Paulette,2001.0,"['Comedy', 'Drama']",7.0,1852,"('Pauline and Paulette', 2001.0)"
Startup.com,2001.0,['Documentary'],7.1,3509,"('Startup.com', 2001.0)"
Nadiya Ke Paar,1982.0,"['Drama', 'Romance']",8.2,1551,"('Nadiya Ke Paar', 1982.0)"
Road to Perdition,2002.0,"['Crime', 'Drama', 'Thriller']",7.6,299244,"('Road to Perdition', 2002.0)"
Life as a Fatal Sexually Transmitted Disease,2000.0,['Drama'],7.0,1595,"('Life as a Fatal Sexually Transmitted Disease', 2000.0)"
Glass Tiger,2001.0,['Comedy'],7.7,7723,"('Glass Tiger', 2001.0)"
About Schmidt,2002.0,['Drama'],7.2,137726,"('About Schmidt', 2002.0)"
"La Commune (Paris, 1871)",2000.0,"['Drama', 'History', 'War']",8.0,1491,"('La Commune (Paris, 1871)', 2000.0)"
The Quiet American,2002.0,"['Drama', 'Romance', 'Thriller']",7.0,30983,"('The Quiet American', 2002.0)"
The Bourne Identity,2002.0,"['Action', 'Mystery', 'Thriller']",7.8,609961,"('The Bourne Identity', 2002.0)"
Khushi,2001.0,"['Drama', 'Romance']",8.1,6459,"('Khushi', 2001.0)"
Lammbock,2001.0,"['Comedy', 'Crime']",7.2,12345,"('Lammbock', 2001.0)"
Last Resort,2000.0,"['Drama', 'Romance']",7.2,2302,"('Last Resort', 2000.0)"
Platform,2000.0,"['Drama', 'History']",7.4,3420,"('Platform', 2000.0)"
A Time for Drunken Horses,2000.0,"['Drama', 'War']",7.7,9444,"('A Time for Drunken Horses', 2000.0)"
The American Nightmare,2000.0,"['Documentary', 'Horror']",7.2,2036,"('The American Nightmare', 2000.0)"
Daana Veera Soora Karna,1977.0,"['Action', 'Drama', 'Fantasy']",8.8,1051,"('Daana Veera Soora Karna', 1977.0)"
Lantana,2001.0,"['Drama', 'Mystery', 'Romance']",7.2,20790,"('Lantana', 2001.0)"
Beautiful Memories,2001.0,"['Drama', 'Romance']",7.2,1479,"('Beautiful Memories', 2001.0)"
Paid in Full,2002.0,"['Action', 'Crime', 'Drama']",7.0,15974,"('Paid in Full', 2002.0)"
Ramayana: The Legend of Prince Rama,1993.0,"['Action', 'Adventure', 'Animation']",9.1,17539,"('Ramayana: The Legend of Prince Rama', 1993.0)"
Gundam Wing: The Movie - Endless Waltz,1998.0,"['Action', 'Animation', 'Drama']",7.7,2921,"('Gundam Wing: The Movie - Endless Waltz', 1998.0)"
The Day I Became a Woman,2000.0,"['Comedy', 'Drama']",7.3,2126,"('The Day I Became a Woman', 2000.0)"
Taking Sides,2001.0,"['Drama', 'History', 'Music']",7.0,4156,"('Taking Sides', 2001.0)"
Ali Zaoua: Prince of the Streets,2000.0,"['Crime', 'Drama']",7.3,3120,"('Ali Zaoua: Prince of the Streets', 2000.0)"
The Dream Factory,1997.0,['Comedy'],7.3,1925,"('The Dream Factory', 1997.0)"
Joint Security Area,2000.0,"['Action', 'Drama', 'Thriller']",7.7,38206,"('Joint Security Area', 2000.0)"
Rockford,1999.0,"['Comedy', 'Drama']",7.4,1486,"('Rockford', 1999.0)"
The Wedding,1973.0,['Drama'],7.1,1144,"('The Wedding', 1973.0)"
Thenali,2000.0,"['Comedy', 'Drama']",7.6,2842,"('Thenali', 2000.0)"
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000.0,"['Biography', 'Documentary']",8.1,1691,"('As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty', 2000.0)"
George Washington,2000.0,['Drama'],7.2,8921,"('George Washington', 2000.0)"
Gundamma Katha,1962.0,"['Comedy', 'Drama', 'Musical']",8.8,1702,"('Gundamma Katha', 1962.0)"
Thomas in Love,2000.0,"['Comedy', 'Drama', 'Romance']",7.0,2094,"('Thomas in Love', 2000.0)"
Arabesque,1989.0,['Comedy'],8.0,8902,"('Arabesque', 1989.0)"
The Unforgettable Director of Love Movies,1990.0,"['Comedy', 'Drama']",7.6,4754,"('The Unforgettable Director of Love Movies', 1990.0)"
Bilo the Banker,1980.0,"['Comedy', 'Drama']",7.6,8000,"('Bilo the Banker', 1980.0)"
Brainstorm,2000.0,['Drama'],7.7,7367,"('Brainstorm', 2000.0)"
Abbas in Flower,1982.0,"['Comedy', 'Drama', 'Romance']",8.0,11897,"('Abbas in Flower', 1982.0)"
The Naked Citizen,1985.0,"['Comedy', 'Drama']",7.5,5344,"('The Naked Citizen', 1985.0)"
The Windmill,1986.0,"['Drama', 'History']",7.4,2239,"('The Windmill', 1986.0)"
Love of Giant,1976.0,"['Drama', 'Romance']",7.2,1354,"('Love of Giant', 1976.0)"
Madam Dila,1977.0,"['Drama', 'Romance']",7.3,1736,"('Madam Dila', 1977.0)"
The Return,1972.0,['Drama'],7.8,1402,"('The Return', 1972.0)"
Beans,2000.0,"['Action', 'Comedy', 'Crime']",7.1,2700,"('Beans', 2000.0)"
The Shadow Play,1993.0,"['Drama', 'Fantasy']",7.7,4430,"('The Shadow Play', 1993.0)"
"My Dreams, My Love and You",1987.0,"['Drama', 'Fantasy', 'Romance']",7.3,1026,"('My Dreams, My Love and You', 1987.0)"
Everything's Gonna Be Great,1998.0,"['Comedy', 'Drama']",8.1,30103,"(""Everything's Gonna Be Great"", 1998.0)"
My Black Eyed,1970.0,"['Comedy', 'Drama', 'Romance']",7.0,1286,"('My Black Eyed', 1970.0)"
Billionaire,1987.0,"['Comedy', 'Drama']",7.5,4973,"('Billionaire', 1987.0)"
The Honest One,1984.0,['Comedy'],8.1,8009,"('The Honest One', 1984.0)"
The Girl with the Red Scarf,1977.0,"['Drama', 'Romance']",8.5,18032,"('The Girl with the Red Scarf', 1977.0)"
Sultan,1978.0,"['Comedy', 'Romance']",7.5,4201,"('Sultan', 1978.0)"
The Rich One's Kitchen,1988.0,['Drama'],7.5,1763,"(""The Rich One's Kitchen"", 1988.0)"
Bhairava Dweepam,1994.0,"['Action', 'Adventure', 'Comedy']",8.1,1066,"('Bhairava Dweepam', 1994.0)"
Catch Me If You Can,2002.0,"['Biography', 'Crime', 'Drama']",8.1,1221446,"('Catch Me If You Can', 2002.0)"
Children Underground,2001.0,['Documentary'],8.2,2562,"('Children Underground', 2001.0)"
The Endurance,2000.0,"['Documentary', 'History']",7.8,2405,"('The Endurance', 2000.0)"
Frailty,2001.0,"['Crime', 'Drama', 'Thriller']",7.2,98937,"('Frailty', 2001.0)"
Home Room,2002.0,"['Crime', 'Drama']",7.1,3556,"('Home Room', 2002.0)"
Life as a House,2001.0,['Drama'],7.4,47150,"('Life as a House', 2001.0)"
Ah! My Goddess: The Movie,2000.0,"['Animation', 'Comedy', 'Drama']",7.0,1249,"('Ah! My Goddess: The Movie', 2000.0)"
Black Hawk Down,2001.0,"['Action', 'Drama', 'History']",7.7,451745,"('Black Hawk Down', 2001.0)"
Chaos,2001.0,"['Comedy', 'Crime', 'Drama']",7.0,2649,"('Chaos', 2001.0)"
Offside,2000.0,"['Drama', 'Sport']",7.3,3551,"('Offside', 2000.0)"
Monsoon Wedding,2001.0,"['Comedy', 'Drama', 'Romance']",7.3,27779,"('Monsoon Wedding', 2001.0)"
The Royal Tenenbaums,2001.0,"['Comedy', 'Drama']",7.6,331707,"('The Royal Tenenbaums', 2001.0)"
Sethu,1999.0,"['Action', 'Drama', 'Musical']",8.1,3164,"('Sethu', 1999.0)"
Arjun,1985.0,"['Action', 'Crime', 'Drama']",7.2,1273,"('Arjun', 1985.0)"
Azhakiya Ravanan,1996.0,"['Comedy', 'Drama']",7.4,1081,"('Azhakiya Ravanan', 1996.0)"
Battle Royale,2000.0,"['Action', 'Drama', 'Thriller']",7.5,206120,"('Battle Royale', 2000.0)"
Demobbed,2000.0,['Comedy'],7.4,3638,"('Demobbed', 2000.0)"
Finding Nemo,2003.0,"['Adventure', 'Animation', 'Comedy']",8.2,1197929,"('Finding Nemo', 2003.0)"
Kill Bill: Vol. 1,2003.0,"['Action', 'Crime', 'Thriller']",8.2,1295175,"('Kill Bill: Vol. 1', 2003.0)"
Raat,1992.0,['Horror'],7.0,1523,"('Raat', 1992.0)"
Spy Game,2001.0,"['Action', 'Crime', 'Thriller']",7.1,177047,"('Spy Game', 2001.0)"
Ashi Hi Banwa Banwi,1988.0,['Comedy'],9.0,2322,"('Ashi Hi Banwa Banwi', 1988.0)"
My Dear Brother,1973.0,['Drama'],8.6,11162,"('My Dear Brother', 1973.0)"
Chandni Bar,2001.0,"['Crime', 'Drama']",7.6,2926,"('Chandni Bar', 2001.0)"
Adaptation.,2002.0,"['Comedy', 'Drama']",7.6,213108,"('Adaptation.', 2002.0)"
The Elm-Chanted Forest,1986.0,"['Adventure', 'Animation', 'Family']",8.0,1710,"('The Elm-Chanted Forest', 1986.0)"
Ice Age,2002.0,"['Adventure', 'Animation', 'Comedy']",7.5,560274,"('Ice Age', 2002.0)"
13 Conversations About One Thing,2001.0,['Drama'],7.0,11835,"('13 Conversations About One Thing', 2001.0)"
Edge of Night,2000.0,"['Drama', 'Music', 'Romance']",7.2,1637,"('Edge of Night', 2000.0)"
A Beautiful Mind,2001.0,"['Biography', 'Drama', 'Mystery']",8.2,1047739,"('A Beautiful Mind', 2001.0)"
What Time Is It There?,2001.0,"['Drama', 'Romance']",7.3,5609,"('What Time Is It There?', 2001.0)"
Ritual,2000.0,['Drama'],7.5,3282,"('Ritual', 2000.0)"
Vizontele,2001.0,"['Comedy', 'Drama', 'History']",8.0,41018,"('Vizontele', 2001.0)"
Confessions of a Dangerous Mind,2002.0,"['Biography', 'Comedy', 'Crime']",7.0,95243,"('Confessions of a Dangerous Mind', 2002.0)"
Dr. Babasaheb Ambedkar,2000.0,"['Biography', 'History']",8.8,2992,"('Dr. Babasaheb Ambedkar', 2000.0)"
Ditto,2000.0,"['Drama', 'Romance', 'Sci-Fi']",7.0,2346,"('Ditto', 2000.0)"
Come Sweet Death,2000.0,"['Comedy', 'Mystery', 'Thriller']",7.5,3618,"('Come Sweet Death', 2000.0)"
Stoked: The Rise and Fall of Gator,2002.0,"['Documentary', 'Sport']",7.2,1191,"('Stoked: The Rise and Fall of Gator', 2002.0)"
A Dog's Will,2000.0,"['Comedy', 'Drama', 'Fantasy']",8.6,21322,"(""A Dog's Will"", 2000.0)"
Dhruvam,1993.0,"['Action', 'Drama', 'Thriller']",8.1,2135,"('Dhruvam', 1993.0)"
Hitler,1996.0,"['Action', 'Comedy', 'Drama']",7.3,1549,"('Hitler', 1996.0)"
Jagratha,1989.0,"['Crime', 'Mystery', 'Thriller']",7.5,1039,"('Jagratha', 1989.0)"
Jet Boy,2001.0,['Drama'],7.1,1794,"('Jet Boy', 2001.0)"
The King,1995.0,"['Action', 'Thriller']",7.6,1749,"('The King', 1995.0)"
Mrigaya,1989.0,"['Adventure', 'Drama']",8.0,1578,"('Mrigaya', 1989.0)"
No: 20 Madras Mail,1990.0,"['Comedy', 'Crime', 'Drama']",7.8,1475,"('No: 20 Madras Mail', 1990.0)"
Oru CBI Diary Kurippu,1988.0,"['Mystery', 'Thriller']",8.1,6630,"('Oru CBI Diary Kurippu', 1988.0)"
Vatsalyam,1993.0,['Drama'],8.4,3679,"('Vatsalyam', 1993.0)"
The Last Castle,2001.0,"['Action', 'Drama', 'Thriller']",7.0,90564,"('The Last Castle', 2001.0)"
Istanbul Beneath My Wings,1996.0,"['Adventure', 'Drama', 'History']",7.0,4035,"('Istanbul Beneath My Wings', 1996.0)"
K-PAX,2001.0,"['Drama', 'Mystery', 'Sci-Fi']",7.4,201834,"('K-PAX', 2001.0)"
Narc,2002.0,"['Crime', 'Drama', 'Mystery']",7.1,45243,"('Narc', 2002.0)"
Punch-Drunk Love,2002.0,"['Comedy', 'Drama', 'Romance']",7.3,196485,"('Punch-Drunk Love', 2002.0)"
The Beautiful Country,2004.0,['Drama'],7.4,4076,"('The Beautiful Country', 2004.0)"
The Officer's Ward,2001.0,"['Drama', 'Romance', 'War']",7.4,1803,"(""The Officer's Ward"", 2001.0)"
Jump Tomorrow,2001.0,"['Comedy', 'Drama', 'Romance']",7.1,1546,"('Jump Tomorrow', 2001.0)"
Moscow Square,2001.0,"['Comedy', 'Drama', 'Romance']",7.8,4143,"('Moscow Square', 2001.0)"
Narasimham,2000.0,"['Action', 'Drama']",7.6,2196,"('Narasimham', 2000.0)"
Punjabi House,1998.0,"['Comedy', 'Drama', 'Romance']",8.1,3090,"('Punjabi House', 1998.0)"
Summer in Bethlehem,1998.0,"['Comedy', 'Drama']",7.8,1780,"('Summer in Bethlehem', 1998.0)"
Read My Lips,2001.0,"['Crime', 'Drama', 'Romance']",7.3,17313,"('Read My Lips', 2001.0)"
24 Hour Party People,2002.0,"['Biography', 'Comedy', 'Drama']",7.3,41547,"('24 Hour Party People', 2002.0)"
The Ignorant Fairies,2001.0,"['Drama', 'Romance']",7.3,10760,"('The Ignorant Fairies', 2001.0)"
The Hours,2002.0,"['Drama', 'Romance']",7.5,146482,"('The Hours', 2002.0)"
Sherina's Adventure,2000.0,"['Adventure', 'Comedy', 'Drama']",7.8,1170,"(""Sherina's Adventure"", 2000.0)"
The Warrior,2001.0,"['Action', 'Drama', 'History']",7.1,11489,"('The Warrior', 2001.0)"
Revenge of the Snakes,1962.0,['Drama'],7.7,1671,"('Revenge of the Snakes', 1962.0)"
Cowboy Bebop: The Movie - Knockin' on Heaven's Door,2001.0,"['Action', 'Animation', 'Crime']",7.8,56958,"(""Cowboy Bebop: The Movie - Knockin' on Heaven's Door"", 2001.0)"
Dogtown and Z-Boys,2001.0,"['Documentary', 'Sport']",7.6,13774,"('Dogtown and Z-Boys', 2001.0)"
Bad Education,2004.0,"['Crime', 'Drama']",7.4,65715,"('Bad Education', 2004.0)"
Tape,2001.0,['Drama'],7.2,22123,"('Tape', 2001.0)"
Lilo & Stitch,2002.0,"['Adventure', 'Animation', 'Comedy']",7.4,241760,"('Lilo & Stitch', 2002.0)"
Aszparuh,1981.0,"['Drama', 'History', 'War']",8.7,1027,"('Aszparuh', 1981.0)"
Beijing Bicycle,2001.0,['Drama'],7.2,4896,"('Beijing Bicycle', 2001.0)"
Southern Comfort,2001.0,['Documentary'],7.6,1035,"('Southern Comfort', 2001.0)"
The White Sound,2001.0,['Drama'],7.0,3667,"('The White Sound', 2001.0)"
About a Boy,2002.0,"['Comedy', 'Drama', 'Romance']",7.1,199410,"('About a Boy', 2002.0)"
"Dad, Make Me Marry",1975.0,['Comedy'],7.3,1970,"('Dad, Make Me Marry', 1975.0)"
Berlin Is in Germany,2001.0,['Drama'],7.1,1221,"('Berlin Is in Germany', 2001.0)"
Dogville,2003.0,"['Crime', 'Drama']",8.0,167690,"('Dogville', 2003.0)"
I Am Sam,2001.0,['Drama'],7.6,161486,"('I Am Sam', 2001.0)"
As Far as My Feet Will Carry Me,2001.0,"['Action', 'Adventure', 'Drama']",7.3,8724,"('As Far as My Feet Will Carry Me', 2001.0)"
We Were Soldiers,2002.0,"['Action', 'Drama', 'History']",7.2,158882,"('We Were Soldiers', 2002.0)"
Bug,2002.0,['Comedy'],7.1,1204,"('Bug', 2002.0)"
Killing Mad Dogs,2001.0,"['Drama', 'Mystery', 'Thriller']",7.6,3246,"('Killing Mad Dogs', 2001.0)"
In Harihar Nagar,1990.0,"['Comedy', 'Crime', 'Mystery']",8.6,4490,"('In Harihar Nagar', 1990.0)"
Insomnia,2002.0,"['Drama', 'Mystery', 'Thriller']",7.2,339923,"('Insomnia', 2002.0)"
Stanley Kubrick: A Life in Pictures,2001.0,"['Biography', 'Documentary']",8.0,12476,"('Stanley Kubrick: A Life in Pictures', 2001.0)"
"Oh, Belinda",1986.0,"['Comedy', 'Fantasy']",7.7,4070,"('Oh, Belinda', 1986.0)"
Elling,2001.0,"['Comedy', 'Drama']",7.5,16613,"('Elling', 2001.0)"
Time Out,2001.0,['Drama'],7.3,5270,"('Time Out', 2001.0)"
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001.0,"['Action', 'Adventure', 'Drama']",7.0,7944,"('Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack', 2001.0)"
Dudes,2001.0,"['Comedy', 'Music']",7.9,8618,"('Dudes', 2001.0)"
Maids,2001.0,"['Comedy', 'Drama']",7.2,1426,"('Maids', 2001.0)"
A Fugitive from the Past,1965.0,"['Crime', 'Drama', 'Mystery']",7.9,1511,"('A Fugitive from the Past', 1965.0)"
The Navigators,2001.0,"['Comedy', 'Drama']",7.0,3287,"('The Navigators', 2001.0)"
Nereye Bakiyor Bu Adamlar,1976.0,['Comedy'],7.1,2009,"('Nereye Bakiyor Bu Adamlar', 1976.0)"
Violet Perfume: Nobody Hears You,2001.0,['Drama'],7.1,2093,"('Violet Perfume: Nobody Hears You', 2001.0)"
25 Watts,2001.0,"['Comedy', 'Drama']",7.1,1757,"('25 Watts', 2001.0)"
Better Luck Tomorrow,2002.0,"['Crime', 'Drama', 'Romance']",7.0,10906,"('Better Luck Tomorrow', 2002.0)"
Bloody Sunday,2002.0,"['Drama', 'History', 'War']",7.6,26653,"('Bloody Sunday', 2002.0)"
Devadoothan,2000.0,"['Drama', 'Horror', 'Musical']",7.7,1582,"('Devadoothan', 2000.0)"
Amen.,2002.0,"['Biography', 'Crime', 'Drama']",7.2,15689,"('Amen.', 2002.0)"
Gosford Park,2001.0,"['Comedy', 'Drama', 'Mystery']",7.2,101560,"('Gosford Park', 2001.0)"
Iris,2001.0,"['Biography', 'Drama', 'Romance']",7.0,19806,"('Iris', 2001.0)"
Pesvebi,1987.0,['Drama'],8.8,1250,"('Pesvebi', 1987.0)"
A Walk to Remember,2002.0,"['Drama', 'Romance']",7.3,230350,"('A Walk to Remember', 2002.0)"
Friend,2001.0,"['Action', 'Crime', 'Drama']",7.2,5551,"('Friend', 2001.0)"
Cinemania,2002.0,['Documentary'],7.1,2448,"('Cinemania', 2002.0)"
Il Mare,2000.0,"['Drama', 'Fantasy', 'Romance']",7.5,10088,"('Il Mare', 2000.0)"
Nadodikkattu,1987.0,['Comedy'],8.8,6598,"('Nadodikkattu', 1987.0)"
Promises,2001.0,['Documentary'],8.3,2786,"('Promises', 2001.0)"
Year of the Devil,2002.0,"['Comedy', 'Drama', 'Fantasy']",7.3,1182,"('Year of the Devil', 2002.0)"
White Oleander,2002.0,['Drama'],7.1,35736,"('White Oleander', 2002.0)"
Boomerang,2001.0,"['Comedy', 'Crime', 'Mystery']",7.4,1844,"('Boomerang', 2001.0)"
Millennium Mambo,2001.0,"['Drama', 'Romance']",7.0,8275,"('Millennium Mambo', 2001.0)"
No Man's Land,2001.0,"['Comedy', 'Drama', 'War']",7.9,50360,"(""No Man's Land"", 2001.0)"
Opasen char,1984.0,"['Comedy', 'Thriller']",8.8,2094,"('Opasen char', 1984.0)"
8 Women,2002.0,"['Comedy', 'Crime', 'Musical']",7.0,35984,"('8 Women', 2002.0)"
The Spanish Apartment,2002.0,"['Comedy', 'Drama', 'Romance']",7.3,43934,"('The Spanish Apartment', 2002.0)"
Gadar: Ek Prem Katha,2001.0,"['Action', 'Drama', 'Romance']",7.3,16617,"('Gadar: Ek Prem Katha', 2001.0)"
Life and Debt,2001.0,['Documentary'],7.4,1062,"('Life and Debt', 2001.0)"
I Served the King of England,2006.0,"['Comedy', 'Drama', 'Romance']",7.3,8506,"('I Served the King of England', 2006.0)"
Sisters,2001.0,"['Crime', 'Drama']",7.0,4602,"('Sisters', 2001.0)"
Skins,2002.0,"['Crime', 'Drama']",7.0,1672,"('Skins', 2002.0)"
In August of 1944,2001.0,"['Action', 'Drama', 'Mystery']",7.3,2076,"('In August of 1944', 2001.0)"
Address Unknown,2001.0,"['Drama', 'War']",7.2,4105,"('Address Unknown', 2001.0)"
Strange Gardens,2003.0,"['Drama', 'War']",7.0,1735,"('Strange Gardens', 2003.0)"
Atanarjuat: The Fast Runner,2001.0,['Drama'],7.4,7073,"('Atanarjuat: The Fast Runner', 2001.0)"
Kuruthipunal,1995.0,"['Action', 'Drama', 'Thriller']",8.5,5013,"('Kuruthipunal', 1995.0)"
Monster's Ball,2001.0,"['Drama', 'Romance']",7.0,98068,"(""Monster's Ball"", 2001.0)"
Owning Mahowny,2003.0,"['Crime', 'Drama', 'Thriller']",7.0,15979,"('Owning Mahowny', 2003.0)"
Rhythm,2000.0,"['Drama', 'Musical', 'Romance']",7.7,1360,"('Rhythm', 2000.0)"
Shaolin Soccer,2001.0,"['Action', 'Comedy', 'Fantasy']",7.3,96054,"('Shaolin Soccer', 2001.0)"
The Triplets of Belleville,2003.0,"['Adventure', 'Animation', 'Comedy']",7.7,59194,"('The Triplets of Belleville', 2003.0)"
All or Nothing,2002.0,['Drama'],7.5,12164,"('All or Nothing', 2002.0)"
Autumn Spring,2001.0,"['Comedy', 'Drama']",7.4,1885,"('Autumn Spring', 2001.0)"
Bespredel,1989.0,"['Crime', 'Drama']",7.3,1735,"('Bespredel', 1989.0)"
Respiro,2002.0,['Drama'],7.0,5045,"('Respiro', 2002.0)"
My Aunt,1986.0,['Drama'],7.5,1828,"('My Aunt', 1986.0)"
Family Honour,1976.0,['Drama'],8.0,4129,"('Family Honour', 1976.0)"
The Lawyer,1983.0,"['Comedy', 'Drama', 'Thriller']",7.2,1310,"('The Lawyer', 1983.0)"
Genesis,2004.0,['Documentary'],7.1,1568,"('Genesis', 2004.0)"
Talk to Her,2002.0,"['Drama', 'Mystery', 'Romance']",7.9,121354,"('Talk to Her', 2002.0)"
Late Marriage,2001.0,"['Comedy', 'Drama', 'Romance']",7.1,3667,"('Late Marriage', 2001.0)"
Fate,2001.0,['Drama'],7.5,8457,"('Fate', 2001.0)"
Madame,1989.0,['Drama'],7.7,1511,"('Madame', 1989.0)"
Zelary,2003.0,"['Drama', 'Romance', 'War']",7.5,3886,"('Zelary', 2003.0)"
Bang Bang You're Dead,2002.0,"['Crime', 'Drama', 'Thriller']",7.7,13454,"(""Bang Bang You're Dead"", 2002.0)"
